nom;adresse;code_postal;latitude;longitude;region_source
SG SOCIETE GENERALE;6 RUE DU POTEAU, 75018 PARIS;75018;48,8929315;2,3436602;Société Générale
SG SOCIETE GENERALE;43 AV KLEBER, 75116 PARIS;75116;48,8684466;2,2914409;Société Générale
SG SOCIETE GENERALE;14 RUE DE LA CHAPELLE, 75018 PARIS;75018;48,8910994;2,3600768;Société Générale
SG SOCIETE GENERALE;198 AV JEAN JAURES, 75019 PARIS;75019;48,8882883;2,3918068;Société Générale
SG SOCIETE GENERALE;59 RUE LA CONVENTION, 75015 PARIS;75015;48,8414302;2,2961649;Société Générale
SG SOCIETE GENERALE;12 AV DE LAUMIERE, 75019 PARIS;75019;48,8836687;2,3809305;Société Générale
SG SOCIETE GENERALE;98 RUE LECOURBE, 75015 PARIS;75015;48,8430906;2,3038599;Société Générale
SG SOCIETE GENERALE;5 RUE J. DE MAISTRE, 75018 PARIS;75018;48,8921323;2,3481786;Société Générale
SG SOCIETE GENERALE;23 BD ST. GERMAIN, 75005 PARIS;75005;48,8493646;2,3529016;Société Générale
SG SOCIETE GENERALE;235 RUE FBG. ST-MARTIN, 75010 PARIS;75010;48,876008;2,360445;Société Générale
SG SOCIETE GENERALE;106 AV F. FAURE, 75015 PARIS;75015;48,8414302;2,2961649;Société Générale
SG SOCIETE GENERALE;15 B RUE DU LOUVRE, 75001 PARIS;75001;48,8645963;2,3427179;Société Générale
SG SOCIETE GENERALE;21 RUE DE VAUGIRARD, 75006 PARIS;75006;48,8485328;2,3322559;Société Générale
SG SOCIETE GENERALE;11 BD MALESHERBES, 75008 PARIS;75008;48,8712263;2,3221812;Société Générale
SG SOCIETE GENERALE;166 AV DU MAINE, 75014 PARIS;75014;48,8330119;2,3244863;Société Générale
SG SOCIETE GENERALE;136 BD MALESHERBES, 75017 PARIS;75017;48,8853847;2,3072781;Société Générale
SG SOCIETE GENERALE;46 AV S BOLIVAR, 75019 PARIS;75019;48,8870242;2,3830582;Société Générale
SG SOCIETE GENERALE;69 RUE DES PYRENEES, 75020 PARIS;75020;48,8530402;2,4058739;Société Générale
SG SOCIETE GENERALE;32 RUE DES ARCHIVES, 75004 PARIS;75004;48,858603;2,3554885;Société Générale
SG SOCIETE GENERALE;76 B BD BARBES, 75018 PARIS;75018;48,8885918;2,3495859;Société Générale
SG SOCIETE GENERALE;13 PL DE VENETIE, 75013 PARIS;75013;48,8215704;2,3650134;Société Générale
SG SOCIETE GENERALE;113 BD HAUSSMANN, 75008 PARIS;75008;48,8750986;2,3161235;Société Générale
SG SOCIETE GENERALE;1A7 RUE DE REMUSAT, 75016 PARIS;75016;48,848165;2,270267;Société Générale
SG SOCIETE GENERALE;51 RUE MOLITOR, 75016 PARIS;75016;48,8452464;2,2581893;Société Générale
SG SOCIETE GENERALE;83 RUE MONGE, 75005 PARIS;75005;48,8422885;2,3522178;Société Générale
SG SOCIETE GENERALE;89 RUE DE CLICHY, 75009 PARIS;75009;48,8827451;2,3276326;Société Générale
SG SOCIETE GENERALE;19 RUE PETITS CARREAUX, 75002 PARIS;75002;48,8671086;2,3471917;Société Générale
SG SOCIETE GENERALE;52 AV MOTTE PICQUET, 75015 PARIS;75015;48,8507123;2,2999707;Société Générale
SG SOCIETE GENERALE;5 PL DE LA NATION, 75011 PARIS;75011;48,8493333;2,3949473;Société Générale
SG SOCIETE GENERALE;1 RUE SAINT-LAZARE, 75009 PARIS;75009;48,8767759;2,3385511;Société Générale
SG SOCIETE GENERALE;26 RUE DE PASSY, 75016 PARIS;75016;48,8581152;2,2815155;Société Générale
SG SOCIETE GENERALE;40 AV NIEL, 75017 PARIS;75017;48,8822379;2,2962531;Société Générale
SG SOCIETE GENERALE;101 AV P.AUGUSTE, 75011 PARIS;75011;48,8600808;2,3781399;Société Générale
SG SOCIETE GENERALE;53 RUE DES MORILLONS, 75015 PARIS;75015;48,8326491;2,3011988;Société Générale
SG SOCIETE GENERALE;76 RUE DE COURCELLES, 75008 PARIS;75008;48,8778291;2,3059116;Société Générale
SG SOCIETE GENERALE;93 AV PAUL DOUMER, 75116 PARIS;75116;48,858385;2,2753803;Société Générale
SG SOCIETE GENERALE;52 BD PASTEUR, 75015 PARIS;75015;48,841118;2,3137201;Société Générale
SG SOCIETE GENERALE;45 RUE DE TOLBIAC, 75013 PARIS;75013;48,8277812;2,3718007;Société Générale
SG SOCIETE GENERALE;22 T RUE LEGENDRE, 75017 PARIS;75017;48,8904807;2,3245005;Société Générale
SG SOCIETE GENERALE;112 AV DE VILLIERS, 75017 PARIS;75017;48,8849716;2,2982725;Société Générale
SG SOCIETE GENERALE;16 RUE DU PONT NEUF, 75001 PARIS;75001;48,860285;2,3444361;Société Générale
SG SOCIETE GENERALE;148 BD DU MONTPARNASSE, 75014 PARIS;75014;48,8403966;2,3338593;Société Générale
SG SOCIETE GENERALE;28 RUE MORERE, 75014 PARIS;75014;48,8250485;2,3208326;Société Générale
SG SOCIETE GENERALE;1 PL PTE DE VANVES, 75014 PARIS;75014;48,8295667;2,3239625;Société Générale
SG SOCIETE GENERALE;2 BD DE STRASBOURG, 75010 PARIS;75010;48,8695182;2,3545867;Société Générale
SG SOCIETE GENERALE;166 BD DAVOUT, 75020 PARIS;75020;48,8638924;2,4090185;Société Générale
SG SOCIETE GENERALE;21 RUE GUDIN, 75016 PARIS;75016;48,8380057;2,2585093;Société Générale
SG SOCIETE GENERALE;360 RUE DES PYRENEES, 75020 PARIS;75020;48,8739906;2,3859883;Société Générale
SG SOCIETE GENERALE;118 RUE FBG ST-ANTOINE, 75012 PARIS;75012;48,8352002;2,4451359;Société Générale
SG SOCIETE GENERALE;28 RUE DU DOCTEUR BLANCHE, 75016 PARIS;75016;48,8542927;2,2654124;Société Générale
SG SOCIETE GENERALE;205 RUE DU TEMPLE, 75003 PARIS;75003;48,8671293;2,3623961;Société Générale
SG SOCIETE GENERALE;24 BD BARBES, 75018 PARIS;75018;48,8853849;2,34972;Société Générale
SG SOCIETE GENERALE;96 AV GAL MICHEL BIZOT, 75012 PARIS;75012;48,8352002;2,4451359;Société Générale
SG SOCIETE GENERALE;146 RUE DE LA TOUR, 75016 PARIS;75016;48,8637861;2,2729851;Société Générale
SG SOCIETE GENERALE;148 RUE DE RENNES, 75006 PARIS;75006;48,8447807;2,3245794;Société Générale
SG SOCIETE GENERALE;45 AV DE LA REPUBLIQUE, 75011 PARIS;75011;48,8651262;2,3760215;Société Générale
SG SOCIETE GENERALE;22/24 AV SECRETAN, 75019 PARIS;75019;48,879554;2,3770308;Société Générale
SG SOCIETE GENERALE;27 BD SAINT-MICHEL, 75005 PARIS;75005;48,8500432;2,3427148;Société Générale
SG SOCIETE GENERALE;71 BD VOLTAIRE, 75011 PARIS;75011;48,8612564;2,3747388;Société Générale
SG SOCIETE GENERALE;47 RUE SAINT ANTOINE, 75004 PARIS;75004;48,8538867;2,3644881;Société Générale
SG SOCIETE GENERALE;106 RUE ST-DOMINIQUE, 75007 PARIS;75007;48,8586925;2,3028921;Société Générale
SG SOCIETE GENERALE;106 AV GAMBETTA, 75020 PARIS;75020;48,87404;2,405301;Société Générale
SG SOCIETE GENERALE;1 B RUE DU HAVRE, 75008 PARIS;75008;48,8743318;2,3267661;Société Générale
SG SOCIETE GENERALE;252 RUE SAINT MARTIN, 75003 PARIS;75003;48,865234;2,353589;Société Générale
SG SOCIETE GENERALE;67 RUE LA BOETIE, 75008 PARIS;75008;48,8729154;2,3112899;Société Générale
SG SOCIETE GENERALE;127 RUE DE RENNES, 75006 PARIS;75006;48,8467592;2,3269626;Société Générale
SG SOCIETE GENERALE;219 RUE SAINT-HONORE, 75001 PARIS;75001;48,8656938;2,3302722;Société Générale
SG SOCIETE GENERALE;199 B BD ST GERMAIN, 75007 PARIS;75007;48,855134;2,3281726;Société Générale
SG SOCIETE GENERALE;107 RUE LA FAYETTE, 75010 PARIS;75010;48,8777591;2,3507614;Société Générale
SG SOCIETE GENERALE;40 AV DES TERNES, 75017 PARIS;75017;48,8790655;2,2931372;Société Générale
SG SOCIETE GENERALE;195 RUE DE TOLBIAC, 75013 PARIS;75013;48,8256965;2,3498809;Société Générale
SG SOCIETE GENERALE;2 PL ESTIENNE D'ORVES, 75009 PARIS;75009;48,8765464;2,3325422;Société Générale
SG SOCIETE GENERALE;108 AV KLEBER, 75116 PARIS;75116;48,8648907;2,2883193;Société Générale
SG SOCIETE GENERALE;94 RUE DE TURENNE, 75003 PARIS;75003;48,8598148;2,3645457;Société Générale
SG SOCIETE GENERALE;2 PL VICTOR HUGO, 75016 PARIS;75016;48,8700293;2,2857457;Société Générale
SG SOCIETE GENERALE;41 RUE VANEAU, 75007 PARIS;75007;48,8518077;2,3191033;Société Générale
SG SOCIETE GENERALE;10 PL VICTOR HUGO, 75116 PARIS;75116;48,8695035;2,2851238;Société Générale
SG SOCIETE GENERALE;72 AV DE VILLIERS, 75017 PARIS;75017;48,884057;2,304523;Société Générale
SG SOCIETE GENERALE;41 RUE DE WATTIGNIES, 75012 PARIS;75012;48,8359645;2,3960053;Société Générale
SG CREDIT DU NORD;1 AV VAUBAN, 62120 AIRE SUR LA LYS;62120;50,6403305;2,4021048;Société Générale
SG CREDIT DU NORD;PLACE D ARMES, 62610 ARDRES;62610;50,8535984;1,9767518;Société Générale
SG CREDIT DU NORD;64 RUE GAMBETTA, 62000 ARRAS;62000;50,28907;2,7759285;Société Générale
SG CREDIT DU NORD;21 PL JULES GUESDE, 62260 AUCHEL;62260;50,5034869;2,4686626;Société Générale
SG CREDIT DU NORD;9 PL SADI CARNOT, 62450 BAPAUME;62450;50,103067;2,8506414;Société Générale
SG CREDIT DU NORD;16 RUE DE L'IMPERATRICE, 62600 BERCK;62600;50,4046696;1,5640766;Société Générale
SG CREDIT DU NORD;32 GRAND PLACE, 62400 BETHUNE;62400;50,530623;2,639994;Société Générale
SG CREDIT DU NORD;37 RUE FAIDHERBE, 62200 BOULOGNE SUR MER;62200;50,7247915;1,6041542;Société Générale
SG CREDIT DU NORD;111 RUE ALFRED LEROY, 62700 BRUAY LA BUISSIERE;62700;50,4795699;2,544812;Société Générale
SG CREDIT DU NORD;73/75 BOULEVARD JACQUARD, 62100 CALAIS;62100;50,9538074;1,8509533;Société Générale
SG CREDIT DU NORD;88 RUE EDOUARD PLACHEZ, 62220 CARVIN;62220;50,490689;2,955454;Société Générale
SG CREDIT DU NORD;1 BD BILLIET, 62630 ETAPLES;62630;50,5130454;1,6372216;Société Générale
SG CREDIT DU NORD;1 RUE DU MAL LECLERC, 62310 FRUGES;62310;50,514251;2,134367;Société Générale
SG CREDIT DU NORD;7 RUE ELIE GRUYELLE, 62110 HENIN BEAUMONT;62110;50,420571;2,9492624;Société Générale
SG CREDIT DU NORD;12 RUE DANIEL LEROEUIL, 62140 HESDIN;62140;50,3774973;2,0093121;Société Générale
SG CREDIT DU NORD;78 RUE DE METZ, 62520 LE TOUQUET PARIS PLAGE;62520;50,5230245;1,5845382;Société Générale
SG CREDIT DU NORD;14 PL JEAN JAURES, 62300 LENS;62300;50,42942;2,832648;Société Générale
SG CREDIT DU NORD;154 RUE DEFERNEZ, 62800 LIEVIN;62800;50,4192857;2,7725924;Société Générale
SG CREDIT DU NORD;26 PL ROGER SALENGRO, 62190 LILLERS;62190;50,5634757;2,4806851;Société Générale
SG CREDIT DU NORD;24 RUE DU DR BRONCQUART, 62380 LUMBRES;62380;50,7019858;2,120122;Société Générale
SG CREDIT DU NORD;37 PL DU GAL DE GAULLE, 62170 MONTREUIL SUR MER;62170;50,4681399;1,7629821;Société Générale
SG CREDIT DU NORD;191 RUE NATIONALE, 62290 NOEUX LES MINES;62290;50,4799549;2,6642456;Société Générale
SG CREDIT DU NORD;85 T BD DE LA LIBERTE, 62230 OUTREAU;62230;50,7146083;1,5916369;Société Générale
SG CREDIT DU NORD;91 RUE CARNOT, 62500 ST OMER;62500;50,7496851;2,2562312;Société Générale
SG CREDIT DU NORD;2 RUE DES FERRONNIERS, 62130 ST POL SUR TERNOISE;62130;50,3817614;2,3348295;Société Générale
SG CREDIT DU NORD;17 B RUE DU FAUBOURG, 62350 ST VENANT;62350;50,620699;2,542422;Société Générale
SG CREDIT DU NORD;22 RUE GRANDE CHAPELLE, 62490 VITRY EN ARTOIS;62490;50,3249806;2,982472;Société Générale
SG CREDIT DU NORD;87 PL DU GENERAL LECLERC, 62930 WIMEREUX;62930;50,7734265;1,6117994;Société Générale
SG AUVERGNE RHÔNE ALPES;51 BD HENRI IV, 63600 AMBERT;63600;45,5491466;3,7412398;Société Générale
SG AUVERGNE RHÔNE ALPES;6 PL CHARLES DE GAULLE, 63220 ARLANC;63220;45,4134726;3,7242991;Société Générale
SG AUVERGNE RHÔNE ALPES;9 AV DU ROUSSILLON, 63170 AUBIERE;63170;45,7552607;3,1301732;Société Générale
SG AUVERGNE RHÔNE ALPES;RUE L HOTEL DE VILLE, 63110 BEAUMONT;63110;45,7534977;3,0867035;Société Générale
SG AUVERGNE RHÔNE ALPES;93 AV DE ROYAT, 63400 CHAMALIERES;63400;45,7709493;3,0589275;Société Générale
SG AUVERGNE RHÔNE ALPES;14 AV BARADUC, 63140 CHATEL GUYON;63140;45,9195861;3,0656838;Société Générale
SG AUVERGNE RHÔNE ALPES;7 PL MICHEL HOSPITAL, 63000 CLERMONT FERRAND;63000;45,772236;3,1107082;Société Générale
SG AUVERGNE RHÔNE ALPES;116 AV DE LA REPUBLIQUE, 63100 CLERMONT FERRAND;63100;45,7849837;3,1007451;Société Générale
SG AUVERGNE RHÔNE ALPES;40 AV DES ETATS UNIS, 63000 CLERMONT FERRAND;63000;45,772236;3,1107082;Société Générale
SG AUVERGNE RHÔNE ALPES;BD SAINT-JEAN, 63100 CLERMONT FERRAND;63100;45,7803954;3,1176218;Société Générale
SG AUVERGNE RHÔNE ALPES;11 RUE HENRI POURRAT, 63000 CLERMONT FERRAND;63000;45,7550346;3,1186127;Société Générale
SG AUVERGNE RHÔNE ALPES;43 B AVENUE DE LA LIBERATION, 63800 COURNON-D'AUVERGNE;63800;45,7372479;3,1944642;Société Générale
SG AUVERGNE RHÔNE ALPES;18 BD LA SOUS PREFECT., 63500 ISSOIRE;63500;45,5542005;3,2561424;Société Générale
SG AUVERGNE RHÔNE ALPES;AV DU MARECHAL FOCH, 63150 LA BOURBOULE;63150;45,5891454;2,7413618;Société Générale
SG AUVERGNE RHÔNE ALPES;17 RUE DE L'HOTEL DE VILLE, 63200 RIOM;63200;45,9795545;3,0898931;Société Générale
SG AUVERGNE RHÔNE ALPES;39 AV DU GENERAL DE GAULLE, 63300 THIERS;63300;45,8419922;3,5124175;Société Générale
SG SUD OUEST;12 RUE AMEDEE DUFOURG, 64600 ANGLET;64600;43,4812153;-1,5149889;Société Générale
SG SUD OUEST;11 BIS PL DU GENERAL LECLERC, 64600 ANGLET;64600;43,4951662;-1,5294275;Société Générale
SG SUD OUEST;2 AV DU 11 NOVEMBRE, 64100 BAYONNE;64100;43,4926266;-1,4783106;Société Générale
SG SUD OUEST;37 BD ALSACE LORRAINE, 64100 BAYONNE;64100;43,4932728;-1,4661106;Société Générale
SG SUD OUEST;14 PL CLEMENCEAU, 64200 BIARRITZ;64200;43,4820168;-1,5602732;Société Générale
SG SUD OUEST;AV DU PLATEAU, 64210 BIDART;64210;43,4456258;-1,5832846;Société Générale
SG SUD OUEST;PLACE DE L'EGLISE, 64250 CAMBO LES BAINS;64250;43,3630393;-1,4034508;Société Générale
SG SUD OUEST;82 RTE DE BEHOBIE, 64700 HENDAYE;64700;43,3578849;-1,7520115;Société Générale
SG SUD OUEST;6 B AV SANTOS DUMONT, 64230 LESCAR;64230;43,3196342;-0,4239017;Société Générale
SG SUD OUEST;11 PL P. ET M. CURIE, 64150 MOURENX;64150;43,3712309;-0,6370828;Société Générale
SG SUD OUEST;2 ALL CHANZY, 64800 NAY;64800;43,1799675;-0,2610017;Société Générale
SG SUD OUEST;13 PLACE DE JACA, 64400 OLORON STE MARIE;64400;43,1886552;-0,6110862;Société Générale
SG SUD OUEST;63 RUE ST-GILLES, 64300 ORTHEZ;64300;43,4878317;-0,7718113;Société Générale
SG SUD OUEST;11 BIS RUE LOUIS BARTHOU, 64000 PAU;64000;43,2943708;-0,3673211;Société Générale
SG SUD OUEST;25 T RUE CARNOT, 64000 PAU;64000;43,3013322;-0,3693696;Société Générale
SG SUD OUEST;150 AV ALFRED NOBEL, 64000 PAU;64000;43,3167628;-0,3121;Société Générale
SG SUD OUEST;11 AV DU GENERAL DE GAULLE, 64000 PAU;64000;43,301789;-0,3554075;Société Générale
SG SUD OUEST;AV DE L'UNIVERSITE, 64000 PAU;64000;43,3113411;-0,3647049;Société Générale
SG SUD OUEST;9 BD VICTOR HUGO, 64500 ST JEAN DE LUZ;64500;43,3874564;-1,6618057;Société Générale
SG SUD OUEST;PL JEANNE D'ALBRET, 64270 SALIES DE BEARN;64270;43,4717605;-0,9241006;Société Générale
SG SUD OUEST;1 PL GILBERT DESPORT, 64990 ST PIERRE D IRUBE;64990;43,4606459;-1,4282577;Société Générale
SG SUD OUEST;R DU LAVOIR, 64480 USTARITZ;64480;43,3941763;-1,4550587;Société Générale
SG COURTOIS;15 AV DU DOCTEUR BOUIX, 66110 AMELIE LES BAINS PALALDA;66110;42,4743685;2,6704282;Société Générale
SG COURTOIS;23 AV DE HURTH, 66700 ARGELES SUR MER;66700;42,5487597;3,0194997;Société Générale
SG COURTOIS;1 RUE MADELEINE BRES, 66330 CABESTANY;66330;42,6915216;2,9321905;Société Générale
SG COURTOIS;BD DES ALIZES, 66140 CANET EN ROUSSILLON;66140;42,7043047;3,0207553;Société Générale
SG COURTOIS;LD LA MOSQUITA, 66400 CERET;66400;42,4982196;2,7193758;Société Générale
SG COURTOIS;19 BD JACQUES ALBERT, 66200 ELNE;66200;42,6063782;2,9769273;Société Générale
SG COURTOIS;140 BD NUNGESSER ET COLI, 66000 PERPIGNAN;66000;42,6816066;2,8928455;Société Générale
SG COURTOIS;3 PL BARDOU JOB, 66000 PERPIGNAN;66000;42,7011823;2,890969;Société Générale
SG COURTOIS;9 RUE JULES PAMS, 66660 PORT VENDRES;66660;42,5196452;3,1074245;Société Générale
SG COURTOIS;PL DE MARBRE, 66750 ST CYPRIEN;66750;42,6227405;3,0356944;Société Générale
SG COURTOIS;46 AV DE RIVESALTES, 66240 ST ESTEVE;66240;42,7170773;2,8454229;Société Générale
SG COURTOIS;1 RUE DE L'ALMA, 66250 ST LAURENT DE LA SALANQUE;66250;42,7739993;2,9892663;Société Générale
SG COURTOIS;13 AV DE LA MEDITERRANEE, 66300 THUIR;66300;42,6314287;2,7602173;Société Générale
SG AUVERGNE RHÔNE ALPES;140 RUE DE LA REPUBLIQUE, 69220 BELLEVILLE EN BEAUJOLAIS;69220;46,1106172;4,7402162;Société Générale
SG AUVERGNE RHÔNE ALPES;15/17 RUE DE JANICU, 69530 BRIGNAIS;69530;45,6755639;4,7582867;Société Générale
SG AUVERGNE RHÔNE ALPES;70 AV DE LATTRE DE TASSIGNY, 69500 BRON;69500;45,7364409;4,916927;Société Générale
SG AUVERGNE RHÔNE ALPES;166 AV FRANKLIN ROOSEVELT, 69500 BRON;69500;45,7372832;4,8974769;Société Générale
SG AUVERGNE RHÔNE ALPES;84 RUE PASTEUR, 69300 CALUIRE ET CUIRE;69300;45,7923657;4,844458;Société Générale
SG AUVERGNE RHÔNE ALPES;71 AV LANESSAN, 69410 CHAMPAGNE AU MONT D OR;69410;45,795629;4,7917661;Société Générale
SG AUVERGNE RHÔNE ALPES;5 RUE DE LA REPUBLIQUE, 69680 CHASSIEU;69680;45,7385226;4,9693409;Société Générale
SG AUVERGNE RHÔNE ALPES;95 AV EDOUARD MILLAUD, 69290 CRAPONNE;69290;45,747267;4,7240691;Société Générale
SG AUVERGNE RHÔNE ALPES;11 CHE DE GARGANTUA, 69570 DARDILLY;69570;45,8191571;4,7586528;Société Générale
SG AUVERGNE RHÔNE ALPES;134 AV JEAN JAURES, 69150 DECINES CHARPIEU;69150;45,7694738;4,9488026;Société Générale
SG AUVERGNE RHÔNE ALPES;PL DE LA LIBERATION, 69130 ECULLY;69130;45,7757209;4,7783074;Société Générale
SG AUVERGNE RHÔNE ALPES;39 RUE DE LA REPUBLIQUE, 69740 GENAS;69740;45,7318835;5,001028;Société Générale
SG AUVERGNE RHÔNE ALPES;198 RTE DE TREVOUX, 69730 GENAY;69730;45,8886848;4,8296059;Société Générale
SG AUVERGNE RHÔNE ALPES;4 RUE GAMBETTA, 69700 GIVORS;69700;45,5820026;4,773637;Société Générale
SG AUVERGNE RHÔNE ALPES;38 R CHARLES DE GAULLE, 69210 L ARBRESLE;69210;45,8361392;4,6162978;Société Générale
SG AUVERGNE RHÔNE ALPES;1 BD DES BROTTEAUX, 69006 LYON;69006;45,769422;4,8572178;Société Générale
SG AUVERGNE RHÔNE ALPES;56 CRS CHARLEMAGNE, 69002 LYON;69002;45,7448921;4,8224621;Société Générale
SG AUVERGNE RHÔNE ALPES;11 PL CROIX ROUSSE, 69004 LYON;69004;45,7744305;4,8255454;Société Générale
SG AUVERGNE RHÔNE ALPES;62 BD DES ETATS-UNIS, 69008 LYON;69008;45,7340087;4,8636238;Société Générale
SG AUVERGNE RHÔNE ALPES;100 RUE DE GERLAND, 69007 LYON;69007;45,7360729;4,8395206;Société Générale
SG AUVERGNE RHÔNE ALPES;7 PL JEAN MACE, 69007 LYON;69007;45,7458279;4,842947;Société Générale
SG AUVERGNE RHÔNE ALPES;181 AV THIERS, 69006 LYON 06EM-ARRONDISSEMENT;69006;;;Société Générale
SG AUVERGNE RHÔNE ALPES;188 AV FRERES LUMIERE, 69008 LYON;69008;45,7455671;4,8646329;Société Générale
SG AUVERGNE RHÔNE ALPES;96 B CRS DU DR LONG, 69003 LYON;69003;45,7513435;4,8760361;Société Générale
SG AUVERGNE RHÔNE ALPES;12 PL CARNOT, 69002 LYON;69002;45,7507371;4,8289423;Société Générale
SG AUVERGNE RHÔNE ALPES;72 AV DU POINT DU JOUR, 69005 LYON;69005;45,7564877;4,7971148;Société Générale
SG AUVERGNE RHÔNE ALPES;6 RUE DE LA REPUBLIQUE, 69001 LYON;69001;45,7663744;4,8358437;Société Générale
SG AUVERGNE RHÔNE ALPES;28 CRS FRANKLIN ROOSEVELT, 69006 LYON;69006;45,7687299;4,846294;Société Générale
SG AUVERGNE RHÔNE ALPES;34 T AV LACASSAGNE, 69003 LYON;69003;45,7436486;4,8944424;Société Générale
SG AUVERGNE RHÔNE ALPES;1/3 PL VICTOR BASCH, 69003 LYON;69003;45,7535867;4,8479193;Société Générale
SG AUVERGNE RHÔNE ALPES;18 RUE DU CHAPEAU ROUGE, 69009 LYON;69009;45,7726742;4,8077313;Société Générale
SG AUVERGNE RHÔNE ALPES;19 RUE VICTOR HUGO, 69002 LYON;69002;45,7552279;4,8306283;Société Générale
SG AUVERGNE RHÔNE ALPES;23 RUE LOUIS SAULNIER, 69330 MEYZIEU;69330;45,7655584;5,0033322;Société Générale
SG AUVERGNE RHÔNE ALPES;10 RUE DU 19 MARS 1962, 69780 MIONS;69780;45,6656664;4,9576582;Société Générale
SG AUVERGNE RHÔNE ALPES;112 GRANDE RUE, 69600 OULLINS;69600;45,7148643;4,8075147;Société Générale
SG AUVERGNE RHÔNE ALPES;2843 RTE DE STRASBOURG, 69140 RILLIEUX LA PAPE;69140;45,8203261;4,895426;Société Générale
SG AUVERGNE RHÔNE ALPES;65 AV JEAN JAURES, 69190 ST FONS;69190;45,710639;4,8552411;Société Générale
SG AUVERGNE RHÔNE ALPES;13 PL DES TERREAUX, 69590 ST SYMPHORIEN SUR COISE;69590;45,6321488;4,4566408;Société Générale
SG AUVERGNE RHÔNE ALPES;MONTEE DU CHATEAU, 69720 ST BONNET DE MURE;69720;45,691883;5,0289816;Société Générale
SG AUVERGNE RHÔNE ALPES;24 RUE HENRI MARECHAL, 69800 ST PRIEST;69800;45,6918402;4,9388803;Société Générale
SG AUVERGNE RHÔNE ALPES;4 PLACE DU MARECHAL JOFFRE, 69230 ST GENIS LAVAL;69230;45,6924386;4,7919903;Société Générale
SG AUVERGNE RHÔNE ALPES;12 BD BARON DU MARAIS, 69110 STE FOY LES LYON;69110;45,7356323;4,8047435;Société Générale
SG AUVERGNE RHÔNE ALPES;PL COLLIO, 69170 TARARE;69170;45,8953365;4,43255;Société Générale
SG AUVERGNE RHÔNE ALPES;4 AV GENERAL LECLERC, 69160 TASSIN LA DEMI LUNE;69160;45,7611936;4,7753088;Société Générale
SG AUVERGNE RHÔNE ALPES;48 RUE DE LA REPUBLIQUE, 69120 VAULX EN VELIN;69120;45,7862695;4,9247791;Société Générale
SG AUVERGNE RHÔNE ALPES;32 RUE CARNOT, 69200 VENISSIEUX;69200;45,705024;4,8785692;Société Générale
SG AUVERGNE RHÔNE ALPES;78 RUE PAUL BERT, 69400 VILLEFRANCHE SUR SAONE;69400;45,9899017;4,7175078;Société Générale
SG AUVERGNE RHÔNE ALPES;34 AV ROGER SALENGRO, 69100 VILLEURBANNE;69100;45,7758859;4,8710326;Société Générale
SG AUVERGNE RHÔNE ALPES;50 CRS EMILE ZOLA, 69100 VILLEURBANNE;69100;45,7707079;4,8667908;Société Générale
SG AUVERGNE RHÔNE ALPES;158 CRS EMILE ZOLA, 69100 VILLEURBANNE;69100;45,7695165;4,8786113;Société Générale
